"nom de l'enseigne";"date de l'export";"code de l'article";"libellé de l'article";"référence de la marque";"code EAN";"nom de la marque";"prix net HT du client dans l'agence";"prix public HT";"total ecocontribution HT";"disponibilité";"unité de vente (par m², ...)";"libellé unité de vente (par m², ...)";"conditionnement (par m², ...)";"libellé conditionnement (par m², ...)";"code nomenclature niv. 1";"libellé nomenclature niv. 1";"code nomenclature niv. 2";"libellé nomenclature niv. 2";"code nomenclature niv. 3";"libellé nomenclature niv. 3";"code nomenclature niv. 4";"libellé nomenclature niv. 4";"code nomenclature niv. 5";"libellé nomenclature niv. 5"
"dispano";"20211005";"3131729";"Contreplaqué bouleau antidérapant collage WBP filmé 153x250cm 27mm";"10621FF-001110";"";"PAGED SKLEJKA";"33.13";"44.17";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3131726";"Contreplaqué bouleau antidérapant collage extérieur WBP filmé 1530x2500 mm ép. 18 mm";"10621FF-001108";"";"PAGED SKLEJKA";"22.09";"29.45";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1423807";"Contreplaqué Rigatex tout bouleau antidérapant filmé 1525x2500mm 21mm";"";"";"RIGAWOOD";"41.48";"49.02";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1428220";"Contreplaqué Rigatex tout bouleau antidérapant filmé 1525x2500mm 35mm";"";"";"RIGAWOOD";"61.07";"76.24";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1773164";"Contreplaqué Deck tout bouleau 1 face antidérapant extérieur collage WBP 152,5x250cm 15mm, certifié PEFC 70%";"248268";"3450745909941";"NORSILK";"30.78";"36.39";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"7834609";"Contreplaqué Riga Tex âme bouleau face antidérapant dark brown 120gr contreface filmé lisse dark brown 120gr W/FI fomat 185x334cm épaisseur 15mm";"RIGA TEX";"";"RIGAWOOD";"26.37";"32.92";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1777338";"Contreplaqué Deck tout bouleau 1 face antidérapant extérieur collage WBP 152,5x300cm 12mm, certifié PEFC 70%";"248248";"3450745909446";"NORSILK";"20.38";"25.45";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1719587";"Contreplaqué Deck tout bouleau 1 face antidérapant extérieur collage WBP 125x250cm 21mm, certifié PEFC 70%";"248236";"3450745908845";"NORSILK";"36.55";"45.62";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3129071";"Contreplaqué Rigatex tout bouleau antidérapant filmé 1 face 1250x2500mm 15mm, certifié PEFC 100%";"";"";"RIGAWOOD";"25.87";"30.58";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1777341";"Contreplaqué Deck tout bouleau 1 face antidérapant extérieur collage WBP 152,5x300cm 21mm, certifié PEFC 70%";"248254";"3450745909743";"NORSILK";"37.79";"47.18";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1777339";"Contreplaqué Deck tout bouleau 1 face antidérapant extérieur collage WBP 152,5x300cm 15mm, certifié PEFC 70%";"248250";"3450745909545";"NORSILK";"29.68";"37.07";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1428219";"Contreplaqué Rigatex tout bouleau antidérapant filmé 1525x2500mm 30mm";"";"";"RIGAWOOD";"44.22";"55.21";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1777325";"Contreplaqué Deck tout bouleau 1 face antidérapant extérieur collage WBP 152,5x250cm 12mm, certifié PEFC 70%";"248266";"3450745909842";"NORSILK";"23.86";"29.79";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1777331";"Contreplaqué Deck tout bouleau 1 face antidérapant extérieur collage WBP 125x250cm 15mm, certifié PEFC 70%";"248232";"3450745908647";"NORSILK";"27.18";"33.94";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1423805";"Contreplaqué Rigatex tout bouleau antidérapant filmé 1525x2500mm 15mm";"";"";"RIGAWOOD";"27.38";"32.34";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"7674164";"Contreplaqué filmé Riga Heksa Plus âme bouleau face noire avec motifs hexagone 240/F contre-face noire lisse collage ext. WBP 250x150cm 15mm";"HEKSA+ WT I BLACK";"";"RIGAWOOD";"22.31";"27.87";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1294738";"Contreplaqué Rigatex tout bouleau antidérapant filmé 1525x2500mm 18mm";"";"";"RIGAWOOD";"29.64";"35.04";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3885023";"Contreplaqué Rigatex tout bouleau 1 face antidérapant extérieur collage WBP 1250x2500mm 21mm, certifié PEFC 100%";"";"";"RIGAWOOD";"40.20";"50.19";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1428217";"Contreplaqué Rigatex tout bouleau antidérapant filmé 1525x2500mm 24mm";"";"";"RIGAWOOD";"44.31";"52.38";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3131730";"Contreplaqué bouleau antidérapant collage WBP filmé 153x250cm 35mm";"10621FF-001262";"";"PAGED SKLEJKA";"42.97";"57.29";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1423804";"Contreplaqué Rigatex tout bouleau antidérapant filmé 1525x2500mm 12mm";"";"";"RIGAWOOD";"24.45";"28.9";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1773168";"Contreplaqué Deck tout bouleau 1 face antidérapant extérieur collage WBP 152,5x250cm 21mm, certifié PEFC 70%";"248272";"3450745910145";"NORSILK";"37.65";"44.51";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1777337";"Contreplaqué Deck tout bouleau 1 face antidérapant extérieur collage WBP 152,5x300cm 9mm, certifié PEFC 70%";"248246";"3450745909347";"NORSILK";"19.67";"24.57";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1773166";"Contreplaqué Deck tout bouleau 1 face antidérapant extérieur collage WBP 152,5x250cm 24mm, certifié PEFC 70%";"248274";"3450745910244";"NORSILK";"42.80";"53.43";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3885024";"Contreplaqué Rigatex tout bouleau 1 face antidérapant extérieur collage WBP 1250x2500mm 24mm, certifié PEFC 100%";"";"";"RIGAWOOD";"39.20";"48.94";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3885022";"Contreplaqué Rigatex tout bouleau 1 face antidérapant extérieur collage WBP 1250x2500mm 18mm, certifié PEFC 100%";"";"";"RIGAWOOD";"32.24";"40.26";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"4027141";"Contreplaqué de coffrage âme bouleau faces filmées marrons 120g/120g collage WBP format 250x125mm épaisseur 9mm";"";"";"CIBM (CENTRE IMPORT BOIS)";"15.93";"17.89";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3036313";"Contreplaqué ULTIBAT filmé combi extérieur collage WBP 1250x2500mm 21mm, certifié PEFC 100%";"";"3306940490664";"ULTIBAT";"22.74";"28.38";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1678325";"Contreplaqué de coffrage Rigaform tout bouleau 220g/220g filmé 1500x3000mm 18mm CE, certifié PEFC 100%";"";"";"RIGAWOOD";"25.37";"29.99";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1678343";"Contreplaqué ULTIBAT tout bouleau filmé extérieur collage WBP 1250x2500mm 9mm CE, certifié PEFC 100%";"";"3306940490558";"ULTIBAT";"14.93";"18.64";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1777350";"Contreplaqué Form tout bouleau brun foncé 2 faces lisses filmé 120 gr 125x250cm 21mm";"221280";"3450745906742";"NORSILK";"41.71";"52.07";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1678322";"Contreplaqué de coffrage Rigaform tout bouleau 220g/220g filmé 1500x3000mm 9mm CE, certifié PEFC 100%";"";"";"RIGAWOOD";"17.50";"20.65";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3036312";"Contreplaqué ULTIBAT filmé combi extérieur collage WBP 1250x2500mm 18mm, certifié PEFC 100%";"";"3306940490657";"ULTIBAT";"20.30";"25.34";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1678356";"Contreplaqué ULTIBAT résineux filmé extérieur collage WBP 250x125cm 21mm CE";"0630100007";"3306940168617";"ULTIBAT";"22.25";"27.77";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1678324";"Contreplaqué de coffrage Rigaform tout bouleau 220g/220g filmé 1500x3000mm 15mm CE, certifié PEFC 100%";"";"";"RIGAWOOD";"22.31";"26.38";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3036310";"Contreplaqué ULTIBAT filmé combi extérieur collage WBP 1250 x 2500 mm 15 mm, certifié PEFC 100%";"";"3306940490640";"ULTIBAT";"16.57";"19.6";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1678354";"Contreplaqué ULTIBAT résineux filmé extérieur collage WBP 250x125cm 18mm CE";"0630100009";"3306940168600";"ULTIBAT";"16.23";"20.27";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1678378";"Contreplaqué ULTIBAT combi filmé extérieur collage WBP 125x250cm 18mm CE";"10622FF-000573";"3306940490626";"ULTIBAT";"18.30";"24.4";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"4027143";"Contreplaqué de coffrage âme bouleau faces filmées marrons 120g/120g collage WBP format 250x125mm épaisseur 15mm";"";"";"CIBM (CENTRE IMPORT BOIS)";"19.16";"21.53";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1772862";"Contreplaqué filmé d'Asie peuplier A/A collage extérieur 250 x 125 cm 18 mm CE";"";"3306940167962";"CIBM (CENTRE IMPORT BOIS)";"18.21";"21.51";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1777355";"Contreplaqué Form tout bouleau brun foncé 2 faces lisses filmé 220 gr 150x300cm 15mm, certifié PEFC 70%";"248288";"3450745910848";"NORSILK";"35.68";"44.53";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"4027145";"Contreplaqué de coffrage âme bouleau faces filmées marrons 120g/120g collage WBP format 250x125mm épaisseur 21mm";"";"";"CIBM (CENTRE IMPORT BOIS)";"25.53";"28.69";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1678353";"Contreplaqué ULTIBAT résineux filmé extérieur collage WBP 250x125cm 15mm CE";"0630100018";"3306940168594";"ULTIBAT";"14.42";"18.01";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1294743";"Contreplaqué de coffrage Rigaform tout bouleau filmé 1500x3000mm 21mm";"";"";"CIBM (CENTRE IMPORT BOIS)";"30.03";"37.5";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1678348";"Contreplaqué ULTIBAT tout bouleau filmé extérieur collage WBP 1250x2500mm 21mm CE, certifié PEFC 100%";"";"3306940490589";"ULTIBAT";"26.83";"33.51";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1777356";"Contreplaqué Form tout bouleau brun foncé 2 faces lisses filmé 220 gr 150x300cm 18mm, certifié PEFC 70%";"248290";"3450745910947";"NORSILK";"38.53";"48.11";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1310771";"Contreplaqué de coffrage Rigaform tout bouleau 220g/220g filmé 1500x3000mm 21mm CE";"";"";"RIGAWOOD";"38.02";"44.94";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1772861";"Contreplaqué filmé d'Asie peuplier A/A collage extérieur 250x125cm 15mm CE";"";"3306940756128";"CIBM (CENTRE IMPORT BOIS)";"13.91";"17.35";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1678376";"Contreplaqué ULTIBAT combi filmé extérieur collage WBP 125x250cm 15mm CE";"10622FF-000572";"3306940490619";"ULTIBAT";"15.29";"20.38";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1678379";"Contreplaqué ULTIBAT combi filmé extérieur collage WBP 125x250cm 21mm CE";"10622FF-000760";"3306940490633";"ULTIBAT";"21.08";"26.32";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1678347";"Contreplaqué ULTIBAT tout bouleau filmé extérieur collage WBP 1250x2500mm 18mm CE, certifié PEFC 100%";"";"3306940490572";"ULTIBAT";"21.37";"25.25";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1678373";"Contreplaqué ULTIBAT combi filmé extérieur collage WBP 125x250cm 9mm CE";"10622FF-000756";"3306940490602";"ULTIBAT";"13.19";"16.47";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1678346";"Contreplaqué ULTIBAT tout bouleau filmé extérieur collage WBP 1250x2500mm 15mm CE";"";"3306940490565";"ULTIBAT";"18.08";"22.56";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"4027144";"Contreplaqué de coffrage âme bouleau faces filmées marrons 120g/120g collage WBP format 250x125mm épaisseur 18mm";"";"";"CIBM (CENTRE IMPORT BOIS)";"20.94";"23.52";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3885028";"Contreplaqué Rigamel tout bouleau 2 faces mélaminé blanc filmé collage WBP 1500x3000mm 15mm, certifié PEFC 100%";"";"";"RIGAWOOD";"36.89";"46.05";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3013031";"Contreplaqué Rigamel tout bouleau 1 face film mélaminé blanc 1500x3000mm 9mm, certifié PEFC 100%";"";"";"RIGAWOOD";"30.80";"38.47";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3925605";"Contreplaqué Rigamel tout bouleau 2 faces melaminés blanc filmé collage WBP 300X150cm 9mm, certifié PEFC 100%";"";"";"-";"25.70";"32.09";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3013115";"Contreplaqué Rigamel tout bouleau 1 face film mélaminé blanc 1500x3000mm 12mm, certifié PEFC 100%";"";"";"RIGAWOOD";"33.32";"41.61";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"4014999";"Contreplaqué ULTRALIGHT Poplar âme XPS couleur crème faces Peuplier BB/BB collage classe 1 pour usage intérieur milieu sec format 250x122cm épaisseur 60 mm";"260101010700037";"";"GARNICA";"60.14";"75.07";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"4015001";"Contreplaqué ULTRALIGHT Poplar âme XPS couleur crème faces Peuplier BB/BB collage classe 1 pour usage intérieur milieu sec format 305x130cm épaisseur 18 mm";"260101010700048";"";"GARNICA";"27.67";"34.55";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"4014992";"Contreplaqué ULTRALIGHT Poplar âme XPS couleur crème faces Peuplier BB/BB collage classe 1 pour usage intérieur milieu sec format 250x122cm épaisseur 26 mm";"260101010700142";"";"GARNICA";"31.35";"39.13";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"4015010";"Contreplaqué ULTRALIGHT Poplar âme XPS couleur crème faces Peuplier BB/BB collage classe 1 pour usage intérieur milieu sec format 305x130cm épaisseur 50 mm";"260101010700128";"";"GARNICA";"56.04";"69.97";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"4015008";"Contreplaqué ULTRALIGHT Poplar âme XPS couleur crème faces Peuplier BB/BB collage classe 1 pour usage intérieur milieu sec format 305x130cm épaisseur 38 mm";"260101010700054";"";"GARNICA";"45.09";"56.3";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"4015009";"Contreplaqué ULTRALIGHT Poplar âme XPS couleur crème faces Peuplier BB/BB collage classe 1 pour usage intérieur milieu sec format 305x130cm épaisseur 40 mm";"260101010700140";"";"GARNICA";"47.54";"59.36";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"4015012";"Contreplaqué ULTRALIGHT Poplar âme XPS couleur crème faces Peuplier BB/BB collage classe 1 pour usage intérieur milieu sec format 310x153cm épaisseur 15 mm";"260101010700057";"";"GARNICA";"26.54";"33.14";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"4015023";"Contreplaqué ULTRALIGHT Poplar âme XPS couleur crème faces Peuplier BB/BB collage classe 1 pour usage intérieur milieu sec format 310x153cm épaisseur 60 mm";"260101010700065";"";"GARNICA";"67.42";"84.16";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"4014989";"Contreplaqué ULTRALIGHT Poplar âme XPS couleur crème faces Peuplier BB/BB collage classe 1 pour usage intérieur milieu sec format 250x122cm épaisseur 18 mm";"260101010700030";"";"GARNICA";"25.61";"31.96";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"4014990";"Contreplaqué ULTRALIGHT Poplar âme XPS couleur crème faces Peuplier BB/BB collage classe 1 pour usage intérieur milieu sec format 250x122cm épaisseur 22 mm";"260101010700031";"";"GARNICA";"28.16";"35.14";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
